12	JOCORO                        	13
13	LOLOTIQUILLO                  	13
14	MEANGUERA                     	13
15	OSICALA                       	13
16	PERQUÍN                       	13
17	SAN CARLOS                    	13
18	SAN FERNANDO                  	13
19	SAN FRANCISCO GOTERA          	13
20	SAN ISIDRO                    	13
21	SAN SIMÓN                     	13
22	SENSEMBRA                     	13
23	SOCIEDAD                      	13
24	TOROLA                        	13
25	YAMABAL                       	13
26	YOLOALQUÍN                    	13
01	ANAMORÓS                      	14
02	BOLÍVAR                       	14
03	CONCEPCIÓN DE ORIENTE         	14
04	CONCHAGUA                     	14
05	EL CARMEN                     	14
06	EL SAUCE                      	14
07	INTIPUCÁ                      	14
08	LA UNIÓN                      	14
09	LISLIQUE                      	14
10	MEANGUERA DEL GOLFO           	14
11	NUEVA ESPARTA                 	14
12	PASAQUINA                     	14
13	POLORÓS                       	14
14	SAN ALEJO                     	14
15	SAN JOSÉ                      	14
16	SANTA ROSA DE LIMA            	14
17	YAYANTIQUE                    	14
18	YUCUALQUÍN                    	14
